	Date	Count	Order	Family	Guild	Genus	stage	farm	family_english	date	julian_date
224	4/20/18	5	雙翅目	日蠅科	中性物種		分?盛期	MO2	Heleomyzidae	2018/4/20	110
230	4/20/18	1	膜翅目	赤眼蜂科	擬寄生者		分?盛期	MO2	Trichogrammatidae	2018/4/20	110
232	4/20/18	1	半翅目	花椿科	掠食者		分?盛期	MO2	Anthocoridae	2018/4/20	110
235	4/20/18	3	膜翅目	金小蜂科	擬寄生者		分?盛期	MO2	Pteromalidae	2018/4/20	110
238	4/20/18	1	鞘翅目	金花蟲科	植食者		分?盛期	MO2	Chrysomelidae	2018/4/20	110
244	4/20/18	1	膜翅目	姬蜂科	擬寄生者		分?盛期	MO2	Ichneumonidae	2018/4/20	110
247	4/20/18	1	雙翅目	蚊科	中性物種		分?盛期	MO2	Culicidae	2018/4/20	110
257	4/20/18	12	雙翅目	渚蠅科	中性物種		分?盛期	MO2	Ephydridae	2018/4/20	110
260	4/20/18	5	雙翅目	稈蠅科	中性物種		分?盛期	MO2	Chloropidae	2018/4/20	110
267	4/20/18	6	纓翅目	管薊馬科	稻害者		分?盛期	MO2	Phlaeothripidae	2018/4/20	110
271	4/20/18	1	雙翅目	縞蠅科	中性物種		分?盛期	MO2	Lauxaniidae	2018/4/20	110
286	4/20/18	1	膜翅目	蟻科	掠食者		分?盛期	MO2	Formicidae	2018/4/20	110
292	4/20/18	1	半翅目	盲椿科	掠食者	Tytthus chinensis	分?期	MO3	Miridae	2018/4/20	110
293	4/20/18	1	膜翅目	金小蜂科	擬寄生者		分?期	MO3	Pteromalidae	2018/4/20	110
294	4/20/18	2	雙翅目	長足虻科	掠食者		分?期	MO3	Dolichopodidae	2018/4/20	110
295	4/20/18	26	雙翅目	渚蠅科	中性物種	Psilopa	分?期	MO3	Ephydridae	2018/4/20	110
296	4/20/18	1	半翅目	蛛緣椿科	稻害者		分?期	MO3	Alydidae	2018/4/20	110
297	4/20/18	12	雙翅目	搖蚊科	中性物種	小刺搖蚊	分?期	MO3	Chironomidae	2018/4/20	110
298	4/20/18	25	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?期	MO3	Chironomidae	2018/4/20	110
299	4/20/18	16	雙翅目	搖蚊科	中性物種	克利搖蚊	分?期	MO3	Chironomidae	2018/4/20	110
300	4/20/18	38	雙翅目	搖蚊科	中性物種	隱搖蚊	分?期	MO3	Chironomidae	2018/4/20	110
301	4/20/18	17	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?期	MO3	Chironomidae	2018/4/20	110
302	4/20/18	3	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?期	MO3	Cicadellidae	2018/4/20	110
303	4/20/18	5	半翅目	稻蝨科	稻害者	白背飛蝨	分?期	MO3	Delphacidae	2018/4/20	110
304	4/20/18	1	鞘翅目	隱翅蟲科	掠食者		分?期	MO3	Staphylinidae	2018/4/20	110
305	4/20/18	1	蜘蛛目	蠅虎科	掠食者		分?期	MO3	Salticidae	2018/4/20	110
401	4/20/18	1	膜翅目	小繭蜂科	擬寄生者	cotesia	分?盛期	MC1	Braconidae	2018/4/20	110
405	4/20/18	1	蜘蛛目	皿網蛛科	掠食者		分?盛期	MC1	Linyphiidae	2018/4/20	110
413	4/20/18	1	鞘翅目	金花蟲科	植食者	黑額長筒金花蟲	分?盛期	MC1	Chrysomelidae	2018/4/20	110
416	4/20/18	2	雙翅目	長足虻科	掠食者	Medetera	分?盛期	MC1	Dolichopodidae	2018/4/20	110
421	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	日本長腳蛛	分?盛期	MC1	Tetragnathidae	2018/4/20	110
423	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	爪哇長腳蛛	分?盛期	MC1	Tetragnathidae	2018/4/20	110
425	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	MC1	Tetragnathidae	2018/4/20	110
430	4/20/18	2	雙翅目	虻科	中性物種		分?盛期	MC1	Tabanidae	2018/4/20	110
436	4/20/18	48	雙翅目	渚蠅科	中性物種	Psilopa	分?盛期	MC1	Ephydridae	2018/4/20	110
443	4/20/18	6	雙翅目	稈蠅科	掠食者	anatrichus	分?盛期	MC1	Chloropidae	2018/4/20	110
447	4/20/18	2	雙翅目	稈蠅科	中性物種	Mepachymerus	分?盛期	MC1	Chloropidae	2018/4/20	110
456	4/20/18	40	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	MC1	Chironomidae	2018/4/20	110
463	4/20/18	3	半翅目	葉蟬科	稻害者	白翅褐脈葉蟬	分?盛期	MC1	Cicadellidae	2018/4/20	110
464	4/20/18	1	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?盛期	MC1	Cicadellidae	2018/4/20	110
469	4/20/18	32	半翅目	葉蟬科	稻害者	黑唇斑葉蟬	分?盛期	MC1	Cicadellidae	2018/4/20	110
473	4/20/18	10	半翅目	葉蟬科	稻害者	電光葉蟬	分?盛期	MC1	Cicadellidae	2018/4/20	110
475	4/20/18	1	鱗翅目	蛺蝶科	稻害者	淡色樹蔭蝶	分?盛期	MC1	Nymphalidae	2018/4/20	110
477	4/20/18	4	雙翅目	舞虻科	掠食者	Drapetis	分?盛期	MC1	Empididae	2018/4/20	110
480	4/20/18	9	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MC1	Delphacidae	2018/4/20	110
489	4/20/18	4	半翅目	稻蝨科	稻害者	褐飛蝨	分?盛期	MC1	Delphacidae	2018/4/20	110
493	4/20/18	1	半翅目	蔓椿科	稻害者	稻赤蔓椿	分?盛期	MC1	Pentatomidae	2018/4/20	110
504	4/20/18	2	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	分?盛期	MC1	Coccinellidae	2018/4/20	110
509	4/20/18	1	蜘蛛目	貓蛛科	掠食者		分?盛期	MC1	Oxyopidae	2018/4/20	110
523	4/20/18	1	膜翅目	纓小蜂科	擬寄生者	anaphes	分?盛期	MC1	Mymaridae	2018/4/20	110
529	4/20/18	1	鞘翅目	金花蟲科	植食者	凹脛葉蚤	分?盛期	MC2	Chrysomelidae	2018/4/20	110
532	4/20/18	86	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	MC2	Chironomidae	2018/4/20	110
535	4/20/18	31	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	MC2	Chironomidae	2018/4/20	110
545	4/20/18	2	蜘蛛	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	MC2	Tetragnathidae	2018/4/20	110
552	4/20/18	55	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	MC2	Chironomidae	2018/4/20	110
564	4/20/18	1	半翅目	花椿科	掠食者		分?盛期	MC2	Anthocoridae	2018/4/20	110
567	4/20/18	1	膜翅目	金小蜂科	擬寄生者		分?盛期	MC2	Pteromalidae	2018/4/20	110
569	4/20/18	1	鞘翅目	金花蟲科	植食者		分?盛期	MC2	Chrysomelidae	2018/4/20	110
576	4/20/18	10	雙翅目	長足虻科	掠食者		分?盛期	MC2	Dolichopodidae	2018/4/20	110
579	4/20/18	1	膜翅目	姬蜂科	擬寄生者		分?盛期	MC2	Ichneumonidae	2018/4/20	110
588	4/20/18	10	雙翅目	渚蠅科	中性物種		分?盛期	MC2	Ephydridae	2018/4/20	110
595	4/20/18	2	半翅目	葉蟬科	稻害者		分?盛期	MC2	Cicadellidae	2018/4/20	110
600	4/20/18	15	半翅目	稻蝨科	稻害者		分?盛期	MC2	Delphacidae	2018/4/20	110
605	4/20/18	2	直翅目	蝗科	稻害者		分?盛期	MC2	Acrididae	2018/4/20	110
617	4/20/18	2	纓翅目	薊馬科	稻害者		分?盛期	MC2	Thripidae	2018/4/20	110
622	4/20/18	1	膜翅目	蟻科	掠食者		分?盛期	MC2	Formicidae	2018/4/20	110
629	4/20/18	3	雙翅目	長足虻科	掠食者	Medetera	分?盛期	MC3	Dolichopodidae	2018/4/20	110
632	4/20/18	31	雙翅目	渚蠅科	中性物種	Psilopa	分?盛期	MC3	Ephydridae	2018/4/20	110
635	4/20/18	2	雙翅目	搖蚊科	中性物種	小刺搖蚊	分?盛期	MC3	Chironomidae	2018/4/20	110
639	4/20/18	3	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MC3	Delphacidae	2018/4/20	110
644	4/20/18	56	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	MC3	Chironomidae	2018/4/20	110
646	4/20/18	29	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	MC3	Chironomidae	2018/4/20	110
657	4/20/18	6	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	MC3	Tetragnathidae	2018/4/20	110
663	4/20/18	21	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	MC3	Chironomidae	2018/4/20	110
665	4/20/18	22	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	MC3	Chironomidae	2018/4/20	110
668	4/20/18	1	蜘蛛目	皿網蛛科	掠食者		分?盛期	MC3	Linyphiidae	2018/4/20	110
680	4/20/18	1	膜翅目	姬蜂科	擬寄生者		分?盛期	MC3	Ichneumonidae	2018/4/20	110
689	4/20/18	1	雙翅目	稈蠅科	中性物種		分?盛期	MC3	Chloropidae	2018/4/20	110
711	4/20/18	1	膜翅目	小繭蜂科	擬寄生者	cotesia	分?盛期	LO1	Braconidae	2018/4/20	110
712	4/20/18	1	膜翅目	纓小蜂科	擬寄生者	gonatocerus	分?盛期	LO1	Mymaridae	2018/4/20	110
715	4/20/18	5	雙翅目	稈蠅科	中性物種	Mepachymerus	分?盛期	LO1	Chloropidae	2018/4/20	110
717	4/20/18	6	雙翅目	渚蠅科	中性物種	Psilopa	分?盛期	LO1	Ephydridae	2018/4/20	110
719	4/20/18	1	膜翅目	釉小蜂科	擬寄生者	tetrastichus	分?盛期	LO1	Eulophidae	2018/4/20	110
720	4/20/18	1	半翅目	花椿科	掠食者	小黑花椿象	分?盛期	LO1	Anthocoridae	2018/4/20	110
724	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	日本長腳蛛	分?盛期	LO1	Tetragnathidae	2018/4/20	110
726	4/20/18	152	雙翅目	蠓科	中性物種	毛蠓	分?盛期	LO1	Ceratopogonidae	2018/4/20	110
727	4/20/18	1	鞘翅目	象鼻蟲科	稻害者	水稻水象鼻蟲	分?盛期	LO1	Curculionidae	2018/4/20	110
728	4/20/18	3	蜘蛛目	長腳蛛科	掠食者	爪哇長腳蛛	分?盛期	LO1	Tetragnathidae	2018/4/20	110
738	4/20/18	30	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	LO1	Chironomidae	2018/4/20	110
757	4/20/18	4	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	LO1	Tetragnathidae	2018/4/20	110
763	4/20/18	2	半翅目	稻蝨科	稻害者	褐飛蝨	分?盛期	LO1	Delphacidae	2018/4/20	110
768	4/20/18	2	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	LO1	Chironomidae	2018/4/20	110
770	4/20/18	12	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	LO1	Chironomidae	2018/4/20	110
773	4/20/18	2	雙翅目	日蠅科	中性物種		分?盛期	LO1	Heleomyzidae	2018/4/20	110
777	4/20/18	3	蜘蛛目	金蛛科	掠食者		分?盛期	LO1	Araneidae	2018/4/20	110
784	4/20/18	7	毛翅目	紋石蛾科	掠食者		分?盛期	LO1	Hydropsychidae	2018/4/20	110
786	4/20/18	2	雙翅目	蚊科	中性物種		分?盛期	LO1	Culicidae	2018/4/20	110
800	4/20/18	1	蜘蛛目	貓蛛科	掠食者		分?盛期	LO1	Oxyopidae	2018/4/20	110
803	4/20/18	2	雙翅目	糞蠅科	中性物種		分?盛期	LO1	Scathophagidae	2018/4/20	110
808	4/20/18	2	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	LO2	Delphacidae	2018/4/20	110
811	4/20/18	510	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	LO2	Chironomidae	2018/4/20	110
815	4/20/18	15	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	LO2	Chironomidae	2018/4/20	110
829	4/20/18	30	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	LO2	Chironomidae	2018/4/20	110
832	4/20/18	9	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	LO2	Chironomidae	2018/4/20	110
841	4/20/18	3	半翅目	木蝨科	植食者		分?盛期	LO2	Psyllidae	2018/4/20	110
845	4/20/18	1	蜉蝣目	四節蜉蝣科	中性物種		分?盛期	LO2	Baetidae	2018/4/20	110
849	4/20/18	2	半翅目	花椿科	掠食者		分?盛期	LO2	Anthocoridae	2018/4/20	110
852	4/20/18	4	膜翅目	金小蜂科	擬寄生者		分?盛期	LO2	Pteromalidae	2018/4/20	110
856	4/20/18	8	蜘蛛目	金蛛科	掠食者		分?盛期	LO2	Araneidae	2018/4/20	110
858	4/20/18	2	雙翅目	長足虻科	掠食者		分?盛期	LO2	Dolichopodidae	2018/4/20	110
862	4/20/18	2	毛翅目	姬石蛾科	掠食者		分?盛期	LO2	Hydroptilidae	2018/4/20	110
864	4/20/18	1	雙翅目	蚊科	中性物種		分?盛期	LO2	Culicidae	2018/4/20	110
865	4/20/18	2	半翅目	蚜科	稻害者		分?盛期	LO2	Aphididae	2018/4/20	110
868	4/20/18	5	雙翅目	渚蠅科	中性物種		分?盛期	LO2	Ephydridae	2018/4/20	110
874	4/20/18	1	纓翅目	管薊馬科	稻害者		分?盛期	LO2	Phlaeothripidae	2018/4/20	110
875	4/20/18	1	雙翅目	網蚊科	中性物種		分?盛期	LO2	Blephariceridae	2018/4/20	110
885	4/20/18	1	纓翅目	薊馬科	稻害者		分?盛期	LO2	Thripidae	2018/4/20	110
893	4/20/18	3	雙翅目	長足虻科	掠食者	medetera	分?盛期	LO3	Dolichopodidae	2018/4/20	110
895	4/20/18	112	雙翅目	渚蠅科	中性物種	psilopa	分?盛期	LO3	Ephydridae	2018/4/20	110
897	4/20/18	18	雙翅目	搖蚊科	中性物種	小刺搖蚊	分?盛期	LO3	Chironomidae	2018/4/20	110
900	4/20/18	2	鞘翅目	象鼻蟲科	稻害者	水稻水象鼻蟲	分?盛期	LO3	Curculionidae	2018/4/20	110
902	4/20/18	7	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	LO3	Delphacidae	2018/4/20	110
907	4/20/18	260	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	LO3	Chironomidae	2018/4/20	110
910	4/20/18	81	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	LO3	Chironomidae	2018/4/20	110
924	4/20/18	3	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	LO3	Tetragnathidae	2018/4/20	110
928	4/20/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	分?盛期	LO3	Coccinellidae	2018/4/20	110
933	4/20/18	55	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	LO3	Chironomidae	2018/4/20	110
936	4/20/18	204	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	LO3	Chironomidae	2018/4/20	110
940	4/20/18	1	膜翅目	金小蜂科	擬寄生者		分?盛期	LO3	Pteromalidae	2018/4/20	110
947	4/20/18	1	毛翅目	紋石蛾科	掠食者		分?盛期	LO3	Hydropsychidae	2018/4/20	110
965	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	LC1	Tetragnathidae	2018/4/20	110
966	4/20/18	6	雙翅目	渚蠅科	中性物種	Psilopa	分?盛期	LC1	Ephydridae	2018/4/20	110
967	4/20/18	560	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	LC1	Chironomidae	2018/4/20	110
968	4/20/18	12	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	LC1	Chironomidae	2018/4/20	110
969	4/20/18	15	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	LC1	Chironomidae	2018/4/20	110
970	4/20/18	1	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	LC1	Delphacidae	2018/4/20	110
1040	4/20/18	8	雙翅目	搖蚊科	中性物種	小刺搖蚊	分?盛期	LC2	Chironomidae	2018/4/20	110
1041	4/20/18	1	半翅目	花椿科	掠食者	小黑花椿象	分?盛期	LC2	Anthocoridae	2018/4/20	110
1042	4/20/18	2	蜘蛛目	長腳蛛科	掠食者	日本長腳蛛	分?盛期	LC2	Tetragnathidae	2018/4/20	110
1043	4/20/18	4	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	LC2	Delphacidae	2018/4/20	110
1044	4/20/18	626	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	LC2	Chironomidae	2018/4/20	110
1045	4/20/18	115	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	LC2	Chironomidae	2018/4/20	110
1046	4/20/18	2	纓翅目	薊馬科	稻害者	稻薊馬	分?盛期	LC2	Thripidae	2018/4/20	110
1047	4/20/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	分?盛期	LC2	Coccinellidae	2018/4/20	110
1048	4/20/18	23	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	LC2	Chironomidae	2018/4/20	110
1049	4/20/18	19	雙翅目	搖蚊科	中性物種	隱搖蚊2	分?盛期	LC2	Chironomidae	2018/4/20	110
1050	4/20/18	118	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	LC2	Chironomidae	2018/4/20	110
1051	4/20/18	1	蜉蝣目	小蜉蝣科	中性物種		分?盛期	LC2	Ephemeridae	2018/4/20	110
1052	4/20/18	1	蜉蝣目	四節蜉蝣科	中性物種		分?盛期	LC2	Baetidae	2018/4/20	110
1053	4/20/18	1	鞘翅目	步行蟲科	掠食者		分?盛期	LC2	Carabidae	2018/4/20	110
1054	4/20/18	1	膜翅目	金小蜂科	擬寄生者		分?盛期	LC2	Pteromalidae	2018/4/20	110
1055	4/20/18	4	蜘蛛目	金蛛科	掠食者		分?盛期	LC2	Araneidae	2018/4/20	110
1056	4/20/18	1	毛翅目	姬石蛾科	掠食者		分?盛期	LC2	Hydroptilidae	2018/4/20	110
1057	4/20/18	1	蜘蛛目	狼蛛科	掠食者		分?盛期	LC2	Lycosidae	2018/4/20	110
1058	4/20/18	1	膜翅目	蚜小蜂科	擬寄生者		分?盛期	LC2	Aphelinidae	2018/4/20	110
1059	4/20/18	89	雙翅目	渚蠅科	中性物種		分?盛期	LC2	Ephydridae	2018/4/20	110
1060	4/20/18	1	膜翅目	細蜂科	擬寄生者		分?盛期	LC2	Diapriidae	2018/4/20	110
1061	4/20/18	2	蜘蛛目	袋蛛科	掠食者		分?盛期	LC2	Clubionidae 	2018/4/20	110
1062	4/20/18	2	雙翅目	稈蠅科	中性物種		分?盛期	LC2	Chloropidae	2018/4/20	110
1063	4/20/18	10	雙翅目	搖蚊科	中性物種		分?盛期	LC2	Chironomidae	2018/4/20	110
1064	4/20/18	1	膜翅目	跳小蜂科	擬寄生者		分?盛期	LC2	Encyrtidae	2018/4/20	110
1065	4/20/18	1	蜘蛛目	跳蛛科	掠食者		分?盛期	LC2	Salticidae	2018/4/20	110
1066	4/20/18	2	膜翅目	槌角細蜂科	擬寄生者		分?盛期	LC2	Diapriidae	2018/4/20	110
1067	4/20/18	1	纓翅目	管薊馬科	稻害者		分?盛期	LC2	Phlaeothripidae	2018/4/20	110
1068	4/20/18	12	雙翅目	網蚊科	中性物種		分?盛期	LC2	Blephariceridae	2018/4/20	110
1069	4/20/18	2	蜘蛛目	貓蛛科	掠食者		分?盛期	LC2	Oxyopidae	2018/4/20	110
1070	4/20/18	1	蜘蛛目	蟹蛛科	掠食者		分?盛期	LC2	Thomisidae	2018/4/20	110
1071	4/20/18	33	雙翅目	蠓科	中性物種		分?盛期	LC2	Ceratopogonidae	2018/4/20	110
1072	4/20/18	1	膜翅目	癭蜂科	植食者		分?盛期	LC2	Cynipidae	2018/4/20	110
1127	4/20/18	10	雙翅目	渚蠅科	中性物種	psilopa	分?盛期	LC3	Ephydridae	2018/4/20	110
1128	4/20/18	43	雙翅目	搖蚊科	中性物種	小刺搖蚊	分?盛期	LC3	Chironomidae	2018/4/20	110
1129	4/20/18	220	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	LC3	Chironomidae	2018/4/20	110
1130	4/20/18	78	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	LC3	Chironomidae	2018/4/20	110
1131	4/20/18	87	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	LC3	Chironomidae	2018/4/20	110
1132	4/20/18	192	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	LC3	Chironomidae	2018/4/20	110
1133	4/20/18	1	蜉蝣目	四節蜉蝣科	中性物種		分?盛期	LC3	Baetidae	2018/4/20	110
1150	4/20/18	4	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	LC3	Tetragnathidae	2018/4/20	110
1151	4/20/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	分?盛期	LC3	Coccinellidae	2018/4/20	110
1166	4/20/18	1	鞘翅目	金龜子科	植食者		分?盛期	LC3	Scarabaeidae)	2018/4/20	110
1170	4/20/18	6	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	LC3	Delphacidae	2018/4/20	110
1171	4/20/18	6	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?盛期	LC3	Cicadellidae	2018/4/20	110
1172	4/20/18	1	半翅目	蛛緣椿科	稻害者		分?盛期	LC3	Alydidae	2018/4/20	110
1173	4/20/18	2	纓翅目	管薊馬科	稻害者		分?盛期	LC3	Phlaeothripidae	2018/4/20	110
1190	4/20/18	1	膜翅目	金小蜂科	擬寄生者	trichomalopsis	分?盛期	LC3	Pteromalidae	2018/4/20	110
1191	4/20/18	1	膜翅目	釉小蜂科	擬寄生者		分?盛期	LC3	Eulophidae	2018/4/20	110
1206	4/20/18	1	雙翅目	長足虻科	掠食者	Medetera	分?盛期	SO1	Dolichopodidae	2018/4/20	110
1208	4/20/18	3793	雙翅目	渚蠅科	中性物種	Psilopa	分?盛期	SO1	Ephydridae	2018/4/20	110
1210	4/20/18	1	雙翅目	大蚊科	掠食者	Tipula	分?盛期	SO1	Tipulidae	2018/4/20	110
1212	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	方網長腳蛛	分?盛期	SO1	Tetragnathidae	2018/4/20	110
1219	4/20/18	12	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	SO1	Chironomidae	2018/4/20	110
1222	4/20/18	7	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	SO1	Chironomidae	2018/4/20	110
1243	4/20/18	687	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	SO1	Chironomidae	2018/4/20	110
1277	4/20/18	1	雙翅目	渚蠅科	中性物種	notiphila	分?盛期	SC1	Ephydridae	2018/4/20	110
1279	4/20/18	6	雙翅目	渚蠅科	中性物種	Psilopa	分?盛期	SC1	Ephydridae	2018/4/20	110
1280	4/20/18	1	半翅目	盲椿科	掠食者	Tytthus chinensis	分?盛期	SC1	Miridae	2018/4/20	110
1281	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	方網長腳蛛	分?盛期	SC1	Tetragnathidae	2018/4/20	110
1282	4/20/18	1	蜘蛛目	長腳蛛科	掠食者	日本長腳蛛	分?盛期	SC1	Tetragnathidae	2018/4/20	110
1283	4/20/18	4	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	SC1	Delphacidae	2018/4/20	110
1288	4/20/18	503	雙翅目	搖蚊科	中性物種	池畔搖蚊	分?盛期	SC1	Chironomidae	2018/4/20	110
1292	4/20/18	10	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	SC1	Chironomidae	2018/4/20	110
1295	4/20/18	1	膜翅目	蟻科	掠食者	花居單家蟻	分?盛期	SC1	Formicidae	2018/4/20	110
1313	4/20/18	2	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	分?盛期	SC1	Coccinellidae	2018/4/20	110
1320	4/20/18	250	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	SC1	Chironomidae	2018/4/20	110
1322	4/20/18	27	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	SC1	Chironomidae	2018/4/20	110
1331	4/20/18	1	蜘蛛目	金蛛科	掠食者		分?盛期	SC1	Araneidae	2018/4/20	110
1338	4/20/18	1	膜翅目	姬蜂科	擬寄生者		分?盛期	SC1	Ichneumonidae	2018/4/20	110
81	5/18/18	3	雙翅目	稈蠅科	掠食者	Anatrichus	分?盛期	MO1	Chloropidae	2018/5/18	138
82	5/18/18	1	膜翅目	小繭蜂科	擬寄生者	Gardiochiles	分?盛期	MO1	Braconidae	2018/5/18	138
83	5/18/18	1	膜翅目	纓小蜂科	擬寄生者	Gonatocerus	分?盛期	MO1	Mymaridae	2018/5/18	138
84	5/18/18	1	膜翅目	緣腹細蜂科	擬寄生者	macroteleia	分?盛期	MO1	Scelionidae	2018/5/18	138
85	5/18/18	1	膜翅目	釉小蜂科	擬寄生者	tetrastichus	分?盛期	MO1	Eulophidae	2018/5/18	138
86	5/18/18	1	膜翅目	金小蜂科	擬寄生者	trichomalopsis	分?盛期	MO1	Pteromalidae	2018/5/18	138
87	5/18/18	1	半翅目	花椿科	掠食者	小黑花椿象	分?盛期	MO1	Anthocoridae	2018/5/18	138
88	5/18/18	16	直翅目	蝗科	稻害者	小稻蝗	分?盛期	MO1	Acrididae	2018/5/18	138
89	5/18/18	1	蜘蛛目	長腳蛛科	掠食者	日本長腳蛛	分?盛期	MO1	Tetragnathidae	2018/5/18	138
90	5/18/18	15	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MO1	Delphacidae	2018/5/18	138
91	5/18/18	3	雙翅目	沼蠅科	中性物種	長角沼蠅	分?盛期	MO1	Sciomyzidae	2018/5/18	138
92	5/18/18	2	半翅目	椿科	稻害者	南方綠椿象	分?盛期	MO1	Pentatomidae	2018/5/18	138
93	5/18/18	1	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	分?盛期	MO1	Cicadellidae	2018/5/18	138
94	5/18/18	2	鱗翅目	蛺蝶科	稻害者	淡色樹蔭蝶	分?盛期	MO1	Nymphalidae	2018/5/18	138
95	5/18/18	2	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	MO1	Tetragnathidae	2018/5/18	138
96	5/18/18	7	半翅目	葉蟬科	稻害者	黑條黑尾葉蟬	分?盛期	MO1	Cicadellidae	2018/5/18	138
97	5/18/18	1	雙翅目	頭蠅科	掠食者	葉蟬頭蠅	分?盛期	MO1	Pipunculidae	2018/5/18	138
98	5/18/18	4	半翅目	蔓椿科	稻害者	稻赤蔓椿	分?盛期	MO1	Pentatomidae	2018/5/18	138
99	5/18/18	1	雙翅目	渚蠅科	掠食者	螳水蠅	分?盛期	MO1	Ephydridae	2018/5/18	138
100	5/18/18	1	蜘蛛目	蠅虎科	掠食者	蟻蛛	分?盛期	MO1	Salticidae	2018/5/18	138
101	5/18/18	1	雙翅目	大附蠅科	中性物種		分?盛期	MO1	Sphaeroceridae	2018/5/18	138
102	5/18/18	1	雙翅目	日蠅科	中性物種		分?盛期	MO1	Heleomyzidae	2018/5/18	138
103	5/18/18	1	雙翅目	寄蠅科	擬寄生者		分?盛期	MO1	Tachinidae	2018/5/18	138
104	5/18/18	1	雙翅目	寄蠅科	擬寄生者		分?盛期	MO1	Tachinidae	2018/5/18	138
105	5/18/18	2	雙翅目	渚蠅科	中性物種		分?盛期	MO1	Ephydridae	2018/5/18	138
