Farm,Stage,Family.ID,Count,Guild,Guild2,Date,Order,Family,family_english,Guild.C,Genus,stage.C,julian_date
MO2,Tillering,Coc,1,Predator,Predators,20180503,鞘翅目,瓢蟲科,Coccinellidae,掠食者,橙瓢蟲,分?盛期,123
MO2,Tillering,Psy,1,Herbivore,Tour.herb,20180503,半翅目,木蝨科,Psyllidae,植食者,,分?盛期,123
MO2,Tillering,Ant,1,Predator,Predators,20180503,半翅目,花椿科,Anthocoridae,掠食者,,分?盛期,123
MO2,Tillering,Ara,1,Predator,Predators,20180503,蜘蛛目,紅螯蛛科,Cheiracanthiidae,掠食者,,分?盛期,123
MO2,Tillering,Aph,1,Herbivore,Tour.herb,20180503,半翅目,蚜科,Aphididae,植食者,,分?盛期,123
MO2,Tillering,Tri,1,Herbivore,Tour.herb,20180503,直翅目,蚤蝗科,Tridactylidae,植食者,,分?盛期,123
MO2,Tillering,Pho,3,Parasitoid,Parasitoid,20180503,雙翅目,蚤蠅科,Phoridae,擬寄生者,,分?盛期,123
MO2,Tillering,Pth,1,Rice.Herbivore,Rice.herb,20180503,纓翅目,管薊馬科,Phlaeothripidae,稻害者,,分?盛期,123
MO2,Tillering,Ara,1,Predator,Predators,20180503,蜘蛛目,貓蛛科,Oxyopidae,掠食者,,分?盛期,123
MO3,Tillering,Mir,1,Herbivore,Tour.herb,20180503,半翅目,盲椿科,Miridae,植食者,,分?期,123
MO3,Tillering,Pte,1,Parasitoid,Parasitoid,20180503,膜翅目,金小蜂科,Pteromalidae,擬寄生者,,分?期,123
MO3,Tillering,Dol,3,Predator,Predators,20180503,雙翅目,長足虻科,Dolichopodidae,掠食者,Medetera,分?期,123
MO3,Tillering,Ich,1,Parasitoid,Parasitoid,20180503,膜翅目,姬蜂科,Ichneumonidae,擬寄生者,,分?期,123
MO3,Tillering,Aly,1,Rice.Herbivore,Rice.herb,20180503,半翅目,蛛緣椿科,Alydidae,稻害者,禾蛛緣椿,分?期,123
MO3,Tillering,Chi,1,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,小刺搖蚊,分?期,123
MO3,Tillering,Chi,1,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?期,123
MO3,Tillering,Cic,4,Rice.Herbivore,Rice.herb,20180503,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,分?期,123
MO3,Tillering,Nym,1,Rice.Herbivore,Rice.herb,20180503,鱗翅目,蛺蝶科,Nymphalidae,稻害者,淡色樹蔭蝶,分?期,123
MO3,Tillering,Del,4,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?期,123
MO3,Tillering,Ara,7,Predator,Predators,20180503,蜘蛛目,蟹蛛科,Thomisidae,掠食者,,分?期,123
MC1,Tillering,Dol,2,Predator,Predators,20180503,雙翅目,長足虻科,Dolichopodidae,掠食者,Medetera,分?盛期,123
MC1,Tillering,Tet,1,Predator,Predators,20180503,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,日本長腳蛛,分?盛期,123
MC1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,123
MC1,Tillering,Acr,1,Rice.Herbivore,Rice.herb,20180503,直翅目,蝗科,Acrididae,稻害者,小稻蝗,分?盛期,123
MC1,Tillering,Pyl,1,Rice.Herbivore,Rice.herb,20180503,鱗翅目,螟蛾科,Pyralidae,稻害者,瘤野螟,分?盛期,123
MC2,Tillering,Sci,1,Neutral,Detritivores,20180503,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,分?盛期,123
MC2,Tillering,Tet,1,Predator,Predators,20180503,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,123
MC2,Tillering,Chi,3,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,隱搖蚊,分?盛期,123
MC2,Tillering,Chi,3,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,分?盛期,123
MC2,Tillering,Ara,4,Predator,Predators,20180503,蜘蛛目,金蛛科,Araneidae,掠食者,,分?盛期,123
MC2,Tillering,Mus,1,Neutral,Detritivores,20180503,雙翅目,家蠅科,Muscidae,中性物種,,分?盛期,123
MC2,Tillering,Tac,2,Parasitoid,Parasitoid,20180503,雙翅目,寄蠅科,Tachinidae,擬寄生者,,分?盛期,123
MC2,Tillering,Eph,1,Neutral,Detritivores,20180503,雙翅目,渚蠅科,Ephydridae,中性物種,,分?盛期,123
MC2,Tillering,Ara,1,Predator,Predators,20180503,蜘蛛目,袋蛛科,Clubionidae ,掠食者,,分?盛期,123
MC2,Tillering,SCA,2,Neutral,Detritivores,20180503,雙翅目,黑翅蕈蚋科,Sciaridae,中性物種,,分?盛期,123
MC2,Tillering,Del,5,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,,分?盛期,123
MC2,Tillering,Ara,1,Predator,Predators,20180503,蜘蛛目,貓蛛科,Oxyopidae,掠食者,,分?盛期,123
MC2,Tillering,Thr,1,Rice.Herbivore,Rice.herb,20180503,纓翅目,薊馬科,Thripidae,稻害者,,分?盛期,123
MC2,Tillering,Ara,2,Predator,Predators,20180503,蜘蛛目,蟹蛛科,Thomisidae,掠食者,,分?盛期,123
MC3,Tillering,Dol,1,Predator,Predators,20180503,雙翅目,長足虻科,Dolichopodidae,掠食者,Medetera,分?盛期,123
MC3,Tillering,Chi,2,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,小刺搖蚊,分?盛期,123
MC3,Tillering,Del,2,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,123
MC3,Tillering,Chi,8,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,123
MC3,Tillering,Pte,1,Parasitoid,Parasitoid,20180503,膜翅目,金小蜂科,Pteromalidae,擬寄生者,,分?盛期,123
MC3,Tillering,Pho,2,Parasitoid,Parasitoid,20180503,雙翅目,蚤蠅科,Phoridae,擬寄生者,,分?盛期,123
LO1,Tillering,Eph,21,Neutral,Detritivores,20180503,雙翅目,渚蠅科,Ephydridae,中性物種,Psilopa,分?盛期,123
LO1,Tillering,Tet,1,Predator,Predators,20180503,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,日本長腳蛛,分?盛期,123
LO1,Tillering,Sta,1,Predator,Predators,20180503,鞘翅目,隱翅蟲科,Staphylinidae,掠食者,紅胸隱翅蟲,分?盛期,123
LO1,Tillering,Cic,3,Rice.Herbivore,Rice.herb,20180503,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,分?盛期,123
LO1,Tillering,Sce,1,Parasitoid,Parasitoid,20180503,膜翅目,緣腹細蜂科,Scelionidae,擬寄生者,粒卵蜂,分?盛期,123
LO2,Tillering,Chi,1,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,123
LO2,Tillering,Psy,1,Herbivore,Tour.herb,20180503,半翅目,木蝨科,Psyllidae,植食者,,分?盛期,123
LO2,Tillering,Aph,1,Herbivore,Tour.herb,20180503,半翅目,蚜科,Aphididae,植食者,,分?盛期,123
LO2,Tillering,Eph,2,Neutral,Detritivores,20180503,雙翅目,渚蠅科,Ephydridae,中性物種,,分?盛期,123
LO2,Tillering,Ara,1,Predator,Predators,20180503,蜘蛛目,蟹蛛科,Thomisidae,掠食者,,分?盛期,123
LO3,Tillering,Eph,6,Neutral,Detritivores,20180503,雙翅目,渚蠅科,Ephydridae,中性物種,psilopa,分?盛期,123
LO3,Tillering,Del,2,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,123
LO3,Tillering,Sci,1,Neutral,Detritivores,20180503,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,分?盛期,123
LO3,Tillering,Ara,1,Predator,Predators,20180503,蜘蛛目,紅螯蛛科,Cheiracanthiidae,掠食者,,分?盛期,123
LO3,Tillering,Cer,1,Neutral,Detritivores,20180503,雙翅目,蠓科 ,Ceratopogonidae,中性物種,,分?盛期,123
LC1,Tillering,Tab,1,Predator,Predators,20180503,雙翅目,虻科,Tabanidae,掠食者,,分?盛期,123
LC1,Tillering,Mus,2,Neutral,Detritivores,20180503,雙翅目,家蠅科,Muscidae,中性物種,,分?盛期,123
LC1,Tillering,Eph,1,Predator,Predators,20180503,雙翅目,渚蠅科,Ephydridae,掠食者,螳水蠅,分?盛期,123
LC2,Tillering,Del,4,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,123
LC2,Tillering,Chi,1,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,123
LC2,Tillering,Chi,3,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,分?盛期,123
LC2,Tillering,Cic,1,Rice.Herbivore,Rice.herb,20180503,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,分?盛期,123
LC2,Tillering,Thr,1,Rice.Herbivore,Rice.herb,20180503,纓翅目,薊馬科,Thripidae,稻害者,稻薊馬,分?盛期,123
LC2,Tillering,Coc,1,Predator,Predators,20180503,鞘翅目,瓢蟲科,Coccinellidae,掠食者,橙瓢蟲,分?盛期,123
LC2,Tillering,Psy,1,Herbivore,Tour.herb,20180503,半翅目,木蝨科,Psyllidae,植食者,,分?盛期,123
LC2,Tillering,Dol,1,Predator,Predators,20180503,雙翅目,長足虻科,Dolichopodidae,掠食者,,分?盛期,123
LC2,Tillering,Eph,6,Neutral,Detritivores,20180503,雙翅目,渚蠅科,Ephydridae,中性物種,,分?盛期,123
LC2,Tillering,Ara,1,Predator,Predators,20180503,蜘蛛目,蟹蛛科,Thomisidae,掠食者,,分?盛期,123
LC3,Tillering,Sci,2,Neutral,Detritivores,20180503,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,分?盛期,123
LC3,Tillering,Cer,2,Neutral,Detritivores,20180503,雙翅目,蠓科,Ceratopogonidae,中性物種,鋏蠓,分?盛期,123
LC3,Tillering,Mus,2,Neutral,Detritivores,20180503,雙翅目,家蠅科,Muscidae,中性物種,,分?盛期,123
LC3,Tillering,Del,1,Rice.Herbivore,Rice.herb,20180503,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,123
LC3,Tillering,Pte,1,Parasitoid,Parasitoid,20180503,膜翅目,金小蜂科,Pteromalidae,擬寄生者,trichomalopsis,分?盛期,123
SO1,Tillering,Eph,2,Neutral,Detritivores,20180503,雙翅目,渚蠅科,Ephydridae,中性物種,Psilopa,分?盛期,123
SO1,Tillering,Eph,1,Predator,Predators,20180503,雙翅目,渚蠅科,Ephydridae,掠食者,螳水蠅,分?盛期,123
SO1,Tillering,Mus,2,Neutral,Detritivores,20180503,雙翅目,家蠅科,Muscidae,中性物種,,分?盛期,123
SO1,Tillering,Tac,1,Parasitoid,Parasitoid,20180503,雙翅目,寄蠅科,Tachinidae,擬寄生者,,分?盛期,123
SC1,Tillering,Chi,1,Neutral,Detritivores,20180503,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,分?盛期,123
SC1,Tillering,Sci,2,Neutral,Detritivores,20180503,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,分?盛期,123
SC1,Tillering,Eph,2,Predator,Predators,20180503,雙翅目,渚蠅科,Ephydridae,掠食者,螳水蠅,分?盛期,123
SC1,Tillering,Tep,1,Neutral,Detritivores,20180503,雙翅目,果實蠅科,Tephritidae,中性物種,,分?盛期,123
SC1,Tillering,Ich,1,Parasitoid,Parasitoid,20180503,膜翅目,姬蜂科,Ichneumonidae,擬寄生者,,分?盛期,123
LO3,Tillering,Hps,1,Predator,Predators,20180503,毛翅目,紋石蛾科,Hydropsychidae,掠食者,,分?盛期,123
MO3,Tillering,Rhy,3,Herbivore,Tour.herb,20180503,半翅目,地緣椿科,Rhyparochromidae,植食者,,分?期,123
LO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20180503,半翅目,飛蝨科,Cixiidae,稻害者,白背飛蝨,分?盛期,123
LO2,Tillering,Del,1,Rice.Herbivore,Rice.herb,20180503,半翅目,飛蝨科,Cixiidae,稻害者,,分?盛期,123
SO1,Tillering,Del,1,Rice.Herbivore,Rice.herb,20180503,半翅目,飛蝨科,Cixiidae,稻害者,白背飛蝨,分?盛期,123
LC2,Tillering,Trc,1,Parasitoid,Parasitoid,20180503,膜翅目,赤眼蜂科,Trichogrammatidae,擬寄生者,,分?盛期,123
MO1,Tillering,Hel,1,Neutral,Detritivores,20180518,雙翅目,日蠅科,Heleomyzidae,中性物種,,分?盛期,138
MO2,Flowering,Hel,5,Neutral,Detritivores,20180518,雙翅目,日蠅科,Heleomyzidae,中性物種,,孕穗期,138
MO2,Flowering,Fan,5,Neutral,Detritivores,20180518,雙翅目,廁蠅科,Fanniidae,中性物種,,孕穗期,138
MO2,Flowering,Sct,1,Neutral,Detritivores,20180518,雙翅目,糞蠅科,Scathophagidae,中性物種,,孕穗期,138
MC1,Flowering,Sct,2,Neutral,Detritivores,20180518,雙翅目,糞蠅科,Scathophagidae,中性物種,,孕穗期,138
MC2,Flowering,Atm,3,Neutral,Detritivores,20180518,雙翅目,小花蠅科,Anthomyzidae,中性物種,,孕穗期,138
MC2,Flowering,Hel,3,Neutral,Detritivores,20180518,雙翅目,日蠅科,Heleomyzidae,中性物種,,孕穗期,138
MC3,Flowering,Fan,2,Neutral,Detritivores,20180518,雙翅目,廁蠅科,Fanniidae,中性物種,,孕穗期,138
LO1,Flowering,Hel,3,Neutral,Detritivores,20180518,雙翅目,日蠅科,Heleomyzidae,中性物種,,孕穗期,138
LC2,Flowering,Hel,1,Neutral,Detritivores,20180518,雙翅目,日蠅科,Heleomyzidae,中性物種,,孕穗期,138
MO1,Tillering,Chl,3,Predator,Predators,20180518,雙翅目,稈蠅科,Chloropidae,掠食者,Anatrichus,分?盛期,138
MO1,Tillering,Bra,1,Parasitoid,Parasitoid,20180518,膜翅目,小繭蜂科,Braconidae,擬寄生者,Gardiochiles,分?盛期,138
MO1,Tillering,Myr,1,Parasitoid,Parasitoid,20180518,膜翅目,纓小蜂科,Mymaridae,擬寄生者,Gonatocerus,分?盛期,138
MO1,Tillering,Sce,1,Parasitoid,Parasitoid,20180518,膜翅目,緣腹細蜂科,Scelionidae,擬寄生者,macroteleia,分?盛期,138
MO1,Tillering,Eul,1,Parasitoid,Parasitoid,20180518,膜翅目,釉小蜂科,Eulophidae,擬寄生者,tetrastichus,分?盛期,138
MO1,Tillering,Pte,1,Parasitoid,Parasitoid,20180518,膜翅目,金小蜂科,Pteromalidae,擬寄生者,trichomalopsis,分?盛期,138
MO1,Tillering,Ant,1,Predator,Predators,20180518,半翅目,花椿科,Anthocoridae,掠食者,小黑花椿象,分?盛期,138
MO1,Tillering,Acr,16,Rice.Herbivore,Rice.herb,20180518,直翅目,蝗科,Acrididae,稻害者,小稻蝗,分?盛期,138
MO1,Tillering,Tet,1,Predator,Predators,20180518,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,日本長腳蛛,分?盛期,138
MO1,Tillering,Del,15,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,138
MO1,Tillering,Sci,3,Neutral,Detritivores,20180518,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,分?盛期,138
MO1,Tillering,Pen,2,Rice.Herbivore,Rice.herb,20180518,半翅目,椿科,Pentatomidae,稻害者,南方綠椿象,分?盛期,138
MO1,Tillering,Cic,1,Rice.Herbivore,Rice.herb,20180518,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,分?盛期,138
MO1,Tillering,Nym,2,Rice.Herbivore,Rice.herb,20180518,鱗翅目,蛺蝶科,Nymphalidae,稻害者,淡色樹蔭蝶,分?盛期,138
MO1,Tillering,Tet,2,Predator,Predators,20180518,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,分?盛期,138
MO1,Tillering,Cic,7,Rice.Herbivore,Rice.herb,20180518,半翅目,葉蟬科,Cicadellidae,稻害者,黑條黑尾葉蟬,分?盛期,138
MO1,Tillering,Pip,1,Predator,Predators,20180518,雙翅目,頭蠅科,Pipunculidae,掠食者,葉蟬頭蠅,分?盛期,138
MO1,Tillering,Pen,4,Rice.Herbivore,Rice.herb,20180518,半翅目,蔓椿科,Pentatomidae,稻害者,稻赤蔓椿,分?盛期,138
MO1,Tillering,Eph,1,Predator,Predators,20180518,雙翅目,渚蠅科,Ephydridae,掠食者,螳水蠅,分?盛期,138
MO1,Tillering,Ara,1,Predator,Predators,20180518,蜘蛛目,蠅虎科,Salticidae,掠食者,蟻蛛,分?盛期,138
MO1,Tillering,Sph,1,Neutral,Detritivores,20180518,雙翅目,大附蠅科,Sphaeroceridae,中性物種,,分?盛期,138
MO1,Tillering,Tac,1,Parasitoid,Parasitoid,20180518,雙翅目,寄蠅科,Tachinidae,擬寄生者,,分?盛期,138
MO1,Tillering,Tac,1,Parasitoid,Parasitoid,20180518,雙翅目,寄蠅科,Tachinidae,擬寄生者,,分?盛期,138
MO1,Tillering,Eph,2,Neutral,Detritivores,20180518,雙翅目,渚蠅科,Ephydridae,中性物種,,分?盛期,138
MO1,Tillering,Chl,1,Neutral,Detritivores,20180518,雙翅目,稈蠅科,Chloropidae,中性物種,,分?盛期,138
MO1,Tillering,Gry,2,Herbivore,Tour.herb,20180518,直翅目,蟋蟀科,Gryllidae,植食者,,分?盛期,138
MO2,Flowering,Acr,1,Rice.Herbivore,Rice.herb,20180518,直翅目,蝗科,Acrididae,稻害者,小稻蝗,孕穗期,138
MO2,Flowering,Cur,4,Rice.Herbivore,Rice.herb,20180518,鞘翅目,象鼻蟲科,Curculionidae,稻害者,水稻水象鼻蟲,孕穗期,138
MO2,Flowering,Acr,5,Rice.Herbivore,Rice.herb,20180518,直翅目,蝗科,Acrididae,稻害者,台灣稻蝗,孕穗期,138
MO2,Flowering,Del,21,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,孕穗期,138
MO2,Flowering,Aly,2,Rice.Herbivore,Rice.herb,20180518,半翅目,蛛緣椿科,Alydidae,稻害者,禾蛛元春,孕穗期,138
MO2,Flowering,Chi,2,Neutral,Detritivores,20180518,雙翅目,搖蚊科,Chironomidae,中性物種,池畔搖蚊,孕穗期,138
MO2,Flowering,Chi,1,Neutral,Detritivores,20180518,雙翅目,搖蚊科,Chironomidae,中性物種,克利搖蚊,孕穗期,138
MO2,Flowering,Sci,8,Neutral,Detritivores,20180518,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,孕穗期,138
MO2,Flowering,Cic,28,Rice.Herbivore,Rice.herb,20180518,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,孕穗期,138
MO2,Flowering,Pyl,1,Rice.Herbivore,Rice.herb,20180518,鱗翅目,螟蛾科,Pyralidae,稻害者,瘤野螟,孕穗期,138
MO2,Flowering,Thr,2,Rice.Herbivore,Rice.herb,20180518,纓翅目,薊馬科,Thripidae,稻害者,稻薊馬,孕穗期,138
MO2,Flowering,Chi,1,Neutral,Detritivores,20180518,雙翅目,搖蚊科,Chironomidae,中性物種,鹽埕搖蚊,孕穗期,138
MO2,Flowering,Pte,2,Parasitoid,Parasitoid,20180518,膜翅目,金小蜂科,Pteromalidae,擬寄生者,,孕穗期,138
MO2,Flowering,Dol,2,Predator,Predators,20180518,雙翅目,長足虻科,Dolichopodidae,掠食者,,孕穗期,138
MO2,Flowering,Aph,1,Herbivore,Tour.herb,20180518,半翅目,蚜科,Aphididae,植食者,,孕穗期,138
MO2,Flowering,Tri,1,Herbivore,Tour.herb,20180518,直翅目,蚤蝗科,Tridactylidae,植食者,,孕穗期,138
MO2,Flowering,Pho,1,Parasitoid,Parasitoid,20180518,雙翅目,蚤蠅科,Phoridae,擬寄生者,,孕穗期,138
MO2,Flowering,Pen,2,Rice.Herbivore,Rice.herb,20180518,半翅目,椿科,Pentatomidae,稻害者,,孕穗期,138
MO2,Flowering,Ara,1,Predator,Predators,20180518,蜘蛛目,跳蛛科,Salticidae,掠食者,,孕穗期,138
MO2,Flowering,Cor,3,Herbivore,Tour.herb,20180518,半翅目,緣椿科,Coreidae,植食者,,孕穗期,138
MO2,Flowering,Lau,1,Neutral,Detritivores,20180518,雙翅目,縞蠅科,Lauxaniidae,中性物種,,孕穗期,138
MO2,Flowering,Ara,2,Predator,Predators,20180518,蜘蛛目,蟹蛛科,Thomisidae,掠食者,,孕穗期,138
MO2,Flowering,Cer,2,Neutral,Detritivores,20180518,雙翅目,蠓科,Ceratopogonidae,中性物種,,孕穗期,138
MO3,Tillering,Sci,1,Neutral,Detritivores,20180518,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,分?盛期,138
MO3,Tillering,Eph,4,Neutral,Detritivores,20180518,雙翅目,渚蠅科,Ephydridae,中性物種,,分?盛期,138
MO3,Tillering,Aly,1,Rice.Herbivore,Rice.herb,20180518,半翅目,蛛緣椿科,Alydidae,稻害者,禾蛛緣椿,分?盛期,138
MO3,Tillering,Del,2,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,分?盛期,138
MO3,Tillering,Del,1,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,斑飛蝨,分?盛期,138
MC1,Flowering,Sci,1,Neutral,Detritivores,20180518,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,孕穗期,138
MC1,Flowering,Ant,2,Predator,Predators,20180518,半翅目,花椿科,Anthocoridae,掠食者,小黑花椿象,孕穗期,138
MC1,Flowering,Tet,2,Predator,Predators,20180518,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,大長腳蛛,孕穗期,138
MC1,Flowering,Tet,2,Predator,Predators,20180518,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,方網長腳蛛,孕穗期,138
MC1,Flowering,Tet,3,Predator,Predators,20180518,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,華麗長腳蛛,孕穗期,138
MC1,Flowering,Cul,1,Neutral,Detritivores,20180518,雙翅目,蚊科,Culicidae,中性物種,,孕穗期,138
MC1,Flowering,Tac,2,Neutral,Detritivores,20180518,雙翅目,寄蠅科,Tachinidae,中性物種,,孕穗期,138
MC1,Flowering,Eph,3,Neutral,Detritivores,20180518,雙翅目,渚蠅科,Ephydridae,中性物種,,孕穗期,138
MC1,Flowering,Eph,1,Neutral,Detritivores,20180518,雙翅目,渚蠅科,Ephydridae,中性物種,,孕穗期,138
MC1,Flowering,Chl,1,Predator,Predators,20180518,雙翅目,稈蠅科,Chloropidae,掠食者,Anatrichus,孕穗期,138
MC1,Flowering,Chl,1,Neutral,Detritivores,20180518,雙翅目,稈蠅科,Chloropidae,中性物種,,孕穗期,138
MC1,Flowering,Chi,2,Neutral,Detritivores,20180518,雙翅目,搖蚊科,Chironomidae,中性物種,小刺搖蚊,孕穗期,138
MC1,Flowering,Cic,2,Rice.Herbivore,Rice.herb,20180518,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,孕穗期,138
MC1,Flowering,Cic,1,Rice.Herbivore,Rice.herb,20180518,半翅目,葉蟬科,Cicadellidae,稻害者,黑條黑尾葉蟬,孕穗期,138
MC1,Flowering,Eul,2,Parasitoid,Parasitoid,20180518,膜翅目,釉小蜂科,Eulophidae,擬寄生者,Pediobius,孕穗期,138
MC1,Flowering,Emp,1,Predator,Predators,20180518,雙翅目,舞虻科,Empididae,掠食者,,孕穗期,138
MC1,Flowering,Del,12,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,孕穗期,138
MC1,Flowering,Del,5,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,斑飛蝨,孕穗期,138
MC1,Flowering,Pen,3,Rice.Herbivore,Rice.herb,20180518,半翅目,蔓椿科,Pentatomidae,稻害者,稻赤蔓椿,孕穗期,138
MC2,Flowering,Del,9,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,孕穗期,138
MC2,Flowering,Sci,2,Neutral,Detritivores,20180518,雙翅目,沼蠅科,Sciomyzidae,中性物種,長角沼蠅,孕穗期,138
MC2,Flowering,Cic,5,Rice.Herbivore,Rice.herb,20180518,半翅目,葉蟬科,Cicadellidae,稻害者,偽黑尾葉蟬,孕穗期,138
MC2,Flowering,Thr,5,Rice.Herbivore,Rice.herb,20180518,纓翅目,薊馬科,Thripidae,稻害者,稻薊馬,孕穗期,138
MC2,Flowering,Chr,1,Herbivore,Tour.herb,20180518,鞘翅目,金花蟲科,Chrysomelidae,植食者,,孕穗期,138
MC2,Flowering,Ara,2,Predator,Predators,20180518,蜘蛛目,金蛛科,Araneidae,掠食者,,孕穗期,138
MC2,Flowering,Ara,1,Predator,Predators,20180518,蜘蛛目,貓蛛科,Oxyopidae,掠食者,,孕穗期,138
MC2,Flowering,Cer,1,Neutral,Detritivores,20180518,雙翅目,蠓科,Ceratopogonidae,中性物種,,孕穗期,138
MC3,Flowering,Pte,1,Parasitoid,Parasitoid,20180518,膜翅目,金小蜂科,Pteromalidae,擬寄生者,,孕穗期,138
MC3,Flowering,Dol,1,Predator,Predators,20180518,雙翅目,長足虻科,Dolichopodidae,掠食者,,孕穗期,138
MC3,Flowering,Tet,1,Predator,Predators,20180518,蜘蛛目,長腳蛛科,Tetragnathidae,掠食者,,孕穗期,138
MC3,Flowering,Ich,1,Parasitoid,Parasitoid,20180518,膜翅目,姬蜂科,Ichneumonidae,擬寄生者,,孕穗期,138
MC3,Flowering,Cul,1,Neutral,Detritivores,20180518,雙翅目,蚊科,Culicidae,中性物種,,孕穗期,138
MC3,Flowering,Eph,8,Neutral,Detritivores,20180518,雙翅目,渚蠅科,Ephydridae,中性物種,,孕穗期,138
MC3,Flowering,Aly,1,Rice.Herbivore,Rice.herb,20180518,半翅目,蛛緣椿科,Alydidae,稻害者,,孕穗期,138
MC3,Flowering,Chi,4,Neutral,Detritivores,20180518,雙翅目,搖蚊科,Chironomidae,中性物種,,孕穗期,138
MC3,Flowering,Cic,4,Rice.Herbivore,Rice.herb,20180518,半翅目,葉蟬科,Cicadellidae,稻害者,,孕穗期,138
MC3,Flowering,Del,11,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,,孕穗期,138
MC3,Flowering,Ara,1,Predator,Predators,20180518,蜘蛛目,蟹蛛科,Thomisidae,掠食者,,孕穗期,138
MC3,Flowering,Cer,3,Neutral,Detritivores,20180518,雙翅目,蠓科,Ceratopogonidae,中性物種,,孕穗期,138
LO1,Flowering,Chl,2,Predator,Predators,20180518,雙翅目,稈蠅科,Chloropidae,掠食者,Anatrichus,孕穗期,138
LO1,Flowering,Ant,2,Predator,Predators,20180518,半翅目,花椿科,Anthocoridae,掠食者,小黑花椿象,孕穗期,138
LO1,Flowering,Cer,8,Predator,Predators,20180518,雙翅目,蠓科,Ceratopogonidae,掠食者,尼蠓,孕穗期,138
LO1,Flowering,Del,2,Rice.Herbivore,Rice.herb,20180518,半翅目,稻蝨科,Delphacidae,稻害者,白背飛蝨,孕穗期,138
