Year,Predator,Farm_ID,Stage,Source,Mean,SD,Median,Lower,Upper
2019,Spider,SO1,Tillering,Rice herbivore,0.202,0.116,0.185,0.036,0.462
2019,Spider,SO1,Tillering,Tourist herbivore,0.101,0.074,0.085,0.012,0.286
2019,Spider,SO1,Tillering,Detritivore,0.698,0.145,0.71,0.391,0.929
2019,Spider,SO1,Ripening,Rice herbivore,0.917,0.066,0.936,0.747,0.988
2019,Spider,SO1,Ripening,Tourist herbivore,0.05,0.047,0.037,0.005,0.172
2019,Spider,SO1,Ripening,Detritivore,0.032,0.041,0.018,0.001,0.157
2019,Ladybeetle,LC1,Tillering,Rice herbivore,0.849,0.204,0.93,0.171,0.998
2019,Ladybeetle,LC1,Tillering,Tourist herbivore,0.071,0.164,0.012,0,0.716
2019,Ladybeetle,LC1,Tillering,Detritivore,0.08,0.126,0.028,0,0.472
2019,Ladybeetle,LC1,Flowering,Rice herbivore,0.884,0.16,0.94,0.406,0.997
2019,Ladybeetle,LC1,Flowering,Tourist herbivore,0.064,0.142,0.016,0,0.502
2019,Ladybeetle,LC1,Flowering,Detritivore,0.052,0.074,0.024,0,0.264
2019,Ladybeetle,LC1,Ripening,Rice herbivore,0.948,0.144,0.985,0.378,0.999
2019,Ladybeetle,LC1,Ripening,Tourist herbivore,0.037,0.141,0.004,0,0.611
2019,Ladybeetle,LC1,Ripening,Detritivore,0.014,0.025,0.006,0,0.083
2019,Ladybeetle,LC2,Tillering,Rice herbivore,0.831,0.225,0.925,0.112,0.999
2019,Ladybeetle,LC2,Tillering,Tourist herbivore,0.067,0.167,0.012,0,0.814
2019,Ladybeetle,LC2,Tillering,Detritivore,0.102,0.157,0.032,0,0.575
2019,Ladybeetle,LC2,Flowering,Rice herbivore,0.872,0.171,0.935,0.3,0.997
2019,Ladybeetle,LC2,Flowering,Tourist herbivore,0.063,0.142,0.016,0,0.588
2019,Ladybeetle,LC2,Flowering,Detritivore,0.065,0.096,0.027,0,0.346
2019,Ladybeetle,LC3,Flowering,Rice herbivore,0.88,0.16,0.935,0.344,0.997
2019,Ladybeetle,LC3,Flowering,Tourist herbivore,0.064,0.139,0.016,0,0.577
2019,Ladybeetle,LC3,Flowering,Detritivore,0.057,0.078,0.026,0,0.286
2019,Ladybeetle,LC3,Ripening,Rice herbivore,0.946,0.143,0.984,0.471,0.999
2019,Ladybeetle,LC3,Ripening,Tourist herbivore,0.038,0.139,0.004,0,0.473
2019,Ladybeetle,LC3,Ripening,Detritivore,0.017,0.028,0.006,0,0.099
2019,Ladybeetle,LO1,Ripening,Rice herbivore,0.94,0.138,0.981,0.46,0.999
2019,Ladybeetle,LO1,Ripening,Tourist herbivore,0.04,0.131,0.005,0,0.5
2019,Ladybeetle,LO1,Ripening,Detritivore,0.02,0.035,0.007,0,0.122
2019,Ladybeetle,LO3,Tillering,Rice herbivore,0.901,0.215,0.969,0.049,0.999
2019,Ladybeetle,LO3,Tillering,Tourist herbivore,0.054,0.179,0.007,0,0.891
2019,Ladybeetle,LO3,Tillering,Detritivore,0.045,0.121,0.015,0,0.493
2019,Ladybeetle,LO3,Ripening,Rice herbivore,0.958,0.154,0.993,0.242,1
2019,Ladybeetle,LO3,Ripening,Tourist herbivore,0.034,0.152,0.002,0,0.74
2019,Ladybeetle,LO3,Ripening,Detritivore,0.008,0.018,0.003,0,0.049
2019,Ladybeetle,MC2,Flowering,Rice herbivore,0.92,0.152,0.961,0.222,0.997
2019,Ladybeetle,MC2,Flowering,Tourist herbivore,0.05,0.146,0.011,0,0.708
2019,Ladybeetle,MC2,Flowering,Detritivore,0.03,0.037,0.017,0,0.137
2019,Ladybeetle,MC3,Flowering,Rice herbivore,0.872,0.163,0.93,0.352,0.997
2019,Ladybeetle,MC3,Flowering,Tourist herbivore,0.073,0.147,0.019,0,0.581
2019,Ladybeetle,MC3,Flowering,Detritivore,0.055,0.071,0.027,0,0.265
2019,Ladybeetle,MC3,Ripening,Rice herbivore,0.943,0.143,0.983,0.504,0.999
2019,Ladybeetle,MC3,Ripening,Tourist herbivore,0.04,0.139,0.005,0,0.466
2019,Ladybeetle,MC3,Ripening,Detritivore,0.017,0.029,0.006,0,0.1
2019,Ladybeetle,MO1,Ripening,Rice herbivore,0.92,0.165,0.98,0.346,0.999
2019,Ladybeetle,MO1,Ripening,Tourist herbivore,0.044,0.139,0.005,0,0.488
2019,Ladybeetle,MO1,Ripening,Detritivore,0.036,0.084,0.007,0,0.307
2019,Ladybeetle,MO2,Tillering,Rice herbivore,0.88,0.229,0.96,0.044,0.998
2019,Ladybeetle,MO2,Tillering,Tourist herbivore,0.081,0.219,0.008,0,0.917
2019,Ladybeetle,MO2,Tillering,Detritivore,0.039,0.068,0.018,0,0.185
2019,Ladybeetle,MO2,Flowering,Rice herbivore,0.901,0.185,0.964,0.142,0.998
2019,Ladybeetle,MO2,Flowering,Tourist herbivore,0.069,0.178,0.01,0,0.82
2019,Ladybeetle,MO2,Flowering,Detritivore,0.03,0.048,0.014,0,0.149
2019,Ladybeetle,MO3,Tillering,Rice herbivore,0.781,0.236,0.871,0.13,0.998
2019,Ladybeetle,MO3,Tillering,Tourist herbivore,0.092,0.179,0.018,0,0.736
2019,Ladybeetle,MO3,Tillering,Detritivore,0.126,0.172,0.049,0,0.625
2019,Ladybeetle,MO3,Flowering,Rice herbivore,0.826,0.185,0.886,0.271,0.996
2019,Ladybeetle,MO3,Flowering,Tourist herbivore,0.088,0.156,0.024,0,0.639
2019,Ladybeetle,MO3,Flowering,Detritivore,0.085,0.109,0.042,0,0.406
2019,Ladybeetle,MO3,Ripening,Rice herbivore,0.926,0.157,0.973,0.258,0.999
2019,Ladybeetle,MO3,Ripening,Tourist herbivore,0.05,0.151,0.007,0,0.665
2019,Ladybeetle,MO3,Ripening,Detritivore,0.024,0.037,0.01,0,0.129
2019,Ladybeetle,SC1,Flowering,Rice herbivore,0.892,0.161,0.947,0.297,0.997
2019,Ladybeetle,SC1,Flowering,Tourist herbivore,0.061,0.145,0.014,0,0.648
2019,Ladybeetle,SC1,Flowering,Detritivore,0.047,0.068,0.02,0,0.238
2019,Ladybeetle,SO1,Flowering,Rice herbivore,0.875,0.155,0.929,0.432,0.997
2019,Ladybeetle,SO1,Flowering,Tourist herbivore,0.065,0.133,0.018,0,0.475
2019,Ladybeetle,SO1,Flowering,Detritivore,0.06,0.079,0.028,0,0.287
2019,Ladybeetle,SO1,Ripening,Rice herbivore,0.943,0.139,0.982,0.546,0.999
2019,Ladybeetle,SO1,Ripening,Tourist herbivore,0.038,0.132,0.004,0,0.433
2019,Ladybeetle,SO1,Ripening,Detritivore,0.019,0.035,0.006,0,0.12
