Sample.ID,Family,d13C,C.amount_ug,d15N,N.amount_ug,Total.amount_mg,Farmtype,Landscape,Stage,Farm.ID,LSxFT,Date,Year
1Or30620-CRY1,CRY,-11.76394384,415.7919068,2.754498596,69.89256681,0.888,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-ATH1,ATH,-12.90838086,437.7597177,9.494675805,101.1515808,0.969,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-ATH2,ATH,-18.98910357,407.0369417,9.170301215,82.50016417,0.929,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or30620-CHL1,CHL,-17.50665102,456.3014387,12.4815486,83.21694067,0.966,Or,Mount,Flowering,MO3,MO,20190620,2019
1Or10620-CIC1,CIC,-27.55337294,373.9356703,4.307978178,72.82826723,0.75,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-DEL1,DEL,-29.00044032,443.9312868,5.79783142,68.31763762,0.847,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-SCR1,SCR,-28.43104349,401.7927835,3.165740591,79.6335267,0.824,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-ERE1,ERE,-28.47019994,511.5164962,8.637641187,93.25673139,1.141,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-HES1,HES,-28.73105008,561.0888675,7.965050829,124.8701451,1.333,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-ARA1,ARA,-26.81504615,331.6441524,7.756577632,90.38728267,0.756,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-ARA2,ARA,-26.32988804,427.2008346,7.863811441,104.7420229,0.94,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-TET1,TET,-25.46867671,355.7567064,6.110826374,67.24395228,0.713,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-MEG1,MEG,-12.56405047,402.6663504,3.211679073,104.0238408,0.881,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-EPH1,EPH,-20.04120709,233.284112,10.09323231,41.93558017,0.522,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-MUS1,MUS,-26.9972496,369.5999949,5.929687501,69.24825019,0.755,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-CHL1,CHL,-24.62824939,292.3434431,8.674866918,53.15266894,0.628,Or,Mount,Flowering,MO1,MO,20190620,2019
1Or10620-LSS1,LSS,-24.81957832,381.7514635,18.92504407,68.96189942,0.869,Or,Mount,Flowering,MO1,MO,20190620,2019
1Cv10620-CIC1,CIC,-28.53841741,317.0746786,3.956431934,65.16845956,0.639,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-CIC2,CIC,-29.49202445,599.3184673,4.094136217,112.6451186,1.189,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-CIC3,CIC,-29.82464501,322.2107815,4.530528358,63.16490945,0.648,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-CIC4,CIC,-28.96376032,461.6139584,4.160305003,91.82191332,0.934,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-RIC1,RIC,-12.82993863,660.9748083,5.605230593,174.6283865,1.425,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-DEL1,DEL,-29.1011633,539.3889258,4.67686846,91.82191332,1.057,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-DEL2,DEL,-29.39786266,540.2909767,4.128240076,84.65063424,1.028,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-DEL3,DEL,-30.19381857,563.8088028,4.681521395,81.06675173,1.049,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-DEL4,DEL,-30.04769902,782.0094597,4.047888811,122.7118036,1.473,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-DEL5,DEL,-29.78448735,507.9329174,4.578875265,80.35011579,0.989,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-LYG1,LYG,-17.64393855,474.9242011,-2.607863124,77.48404057,0.949,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-LYG2,LYG,-19.0958695,288.0950573,-1.834813286,55.29737596,0.598,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ALY1,ALY,-16.94827562,564.7158155,1.998946037,122.7118036,1.16,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ALY2,ALY,-19.61709828,557.4648599,3.448072682,118.3963855,1.152,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ALY3,ALY,-17.62433599,542.9982321,3.604189493,123.4312039,1.133,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-PEN1,PEN,-30.98456156,726.2730462,8.886605753,117.6773132,1.414,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-AGR1,AGR,-25.61628239,352.303235,5.702788623,70.32213231,0.752,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-NYM1,NYM,-30.89868535,303.4107472,3.764185406,37.58046355,0.657,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-MOR1,MOR,-25.38958956,277.9176755,3.039268208,52.72377814,0.569,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ACR1,ACR,-25.01364705,500.7745806,5.461271646,130.6277842,1.104,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ARA1,ARA,-26.39325725,314.509108,7.463520801,77.48404057,0.693,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ARA2,ARA,-27.42703402,371.3337138,7.175091306,70.10734745,0.74,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ARA3,ARA,-26.99464238,298.2989016,6.985152845,70.3937282,0.636,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ARA4,ARA,-27.34193315,400.9194003,5.69223752,91.10457457,0.841,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-ARA5,ARA,-27.83097168,322.2107815,6.123334249,68.10289212,0.674,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-TET1,TET,-26.80439508,294.0440839,6.132447861,58.51522715,0.597,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-TET2,TET,-27.29434929,315.3641144,7.351272943,78.91698447,0.712,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-CHL1,CHL,-28.92795642,420.1762806,7.999841767,72.54182276,0.845,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Cv10620-TIP1,TIP,-23.46291306,265.2331611,1.249001617,75.33497612,0.595,Cv,Mount,Flowering,MC1,MC,20190620,2019
1Or20620-DEL1,DEL,-29.44786068,484.7113245,7.099687127,71.46772277,0.956,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-DEL2,DEL,-28.50836971,444.8136746,7.287551603,70.46532456,0.892,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-DEL3,DEL,-28.30477348,423.6870875,7.960256054,65.81253583,0.811,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-DEL4,DEL,-29.43031516,357.4845447,7.142148805,56.65590851,0.699,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-DEL5,DEL,-29.87325143,576.5237026,6.440281844,81.06675173,1.075,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-CIC1,CIC,-29.99019061,341.0997592,7.143231316,68.10289212,0.686,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-CIC2,CIC,-28.80094793,516.0001045,7.316852896,96.84459649,1.016,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-CIC3,CIC,-28.80010467,705.6537137,7.270254926,127.7485898,1.387,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-CIC4,CIC,-22.51948223,400.0462009,9.584158741,99.71573195,0.878,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-CIC5,CIC,-27.54175706,524.0821767,7.406802222,105.4602519,1.078,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-CIC6,CIC,-28.09789084,309.3829285,7.189516006,59.15891124,0.624,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-CIC7,CIC,-28.04199293,503.4575786,7.283948064,97.56231008,1.03,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-PEN1,PEN,-26.65045908,655.4197155,7.07668992,106.8968504,1.297,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-PEN2,PEN,-29.45617545,471.3707602,8.18309062,83.21694067,0.945,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-COR1,COR,-28.9290341,629.5834223,6.973423241,104.7420229,1.232,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-COR2,COR,-29.62662294,622.2280868,8.287880499,110.4891666,1.224,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-COR3,COR,-28.8930376,556.5593174,7.382890601,105.4602519,1.137,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-ALY1,ALY,-30.01098871,628.6633622,7.55224906,112.6451186,1.221,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-ALY2,ALY,-28.43921164,359.2131181,8.284121566,68.03131122,0.74,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-AGR1,AGR,-16.14506461,530.3785239,11.00597748,140.7108681,1.217,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-TER1,TER,-22.40739576,355.7567064,4.739921545,83.21694067,0.789,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-TTT1,TTT,-27.51410092,248.384794,11.0682869,50.15078756,0.534,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-API1,API,-9.902319928,349.715061,8.537617636,89.67003763,0.747,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-EPH1,EPH,-23.81261686,335.0799822,11.50757027,61.2332626,0.728,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-MUS1,MUS,-24.86757116,225.7560988,12.33291005,48.6501568,0.528,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-SAR1,SAR,-26.48159641,364.4032487,10.93345253,91.10457457,0.799,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-RED1,RED,-29.21182415,622.2280868,7.512775069,114.0826542,1.291,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-ARA1,ARA,-28.23732604,382.6208037,8.831251321,76.7676389,0.789,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-ARA2,ARA,-27.54032213,428.0797308,8.509642106,98.99787781,0.916,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-COC1,COC,-27.91279017,478.4805823,10.89005561,88.2356881,0.982,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-COC2,COC,-29.06568543,416.668414,9.484978945,53.72454958,0.748,Or,Mount,Flowering,MO2,MO,20190620,2019
1Or20620-COC3,COC,-28.10218633,260.1709328,7.137106808,49.93639908,0.61,Or,Mount,Flowering,MO2,MO,20190620,2019
1Cv20620-CIC1,CIC,-28.75096545,554.7487837,3.687502842,103.3057055,1.103,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-CIC2,CIC,-28.34698716,359.2131181,2.399957555,70.17894193,0.727,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-CIC3,CIC,-28.24640685,428.0797308,2.632044875,80.35011579,0.867,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-CIC4,CIC,-28.75586162,531.2787371,2.394324283,97.56231008,1.05,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-CIC5,CIC,-28.25958413,377.4075185,2.043125592,70.96651218,0.768,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-DEL1,DEL,-28.13785178,312.7996464,5.244717952,51.079853,0.612,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-DEL2,DEL,-29.82163727,373.0681677,4.278118367,51.86604714,0.698,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-DEL3,DEL,-29.39840179,400.9194003,4.055907217,58.80130428,0.75,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-TEP1,TEP,-28.37057395,250.0663229,8.458292353,51.72309854,0.54,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-ALY1,ALY,-29.83633999,542.9982321,5.551703631,92.53929893,1.046,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-ALY2,ALY,-29.75489486,561.0888675,5.292941759,100.433633,1.095,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-ALY3,ALY,-29.83085472,364.4032487,4.437786301,60.30333223,0.72,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-ALY4,ALY,-29.74068781,379.1445452,5.236851185,60.94712174,0.746,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-ALY5,ALY,-29.81985638,525.8802142,5.787985734,88.95283944,1.029,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-ARA1,ARA,-26.83522608,433.3569672,6.290778193,97.56231008,0.909,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-ARA2,ARA,-26.95491257,313.6542853,5.994659132,75.33497612,0.689,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-TET1,TET,-27.96128527,360.0776805,5.658766715,86.08451522,0.783,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-COC1,COC,-30.32244625,745.0950764,5.041685352,86.801526,1.311,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-COC2,COC,-30.09375463,458.9568716,5.127277751,55.79786827,0.826,Cv,Mount,Flowering,MC2,MC,20190620,2019
1Cv20620-EPH1,EPH,-24.82828465,349.715061,6.989599847,61.94864753,0.775,Cv,Mount,Flowering,MC2,MC,20190620,2019
3Cv10620-TEN1,TEN,-28.20001437,300.0021151,9.146999621,63.95197462,0.666,Cv,Sea,Flowering,SC1,SC,20190620,2019
3Cv10702-TER1,TER,-27.87845615,489.162537,3.82760777,82.33912668,0.955,Cv,Sea,Ripening,SC1,SC,20190702,2019
3Cv10702-CIC1,CIC,-27.47889838,424.3105868,3.637467455,84.57608383,0.822,Cv,Sea,Ripening,SC1,SC,20190702,2019
3Cv10702-CIC2,CIC,-27.13393088,545.8984221,2.354097348,104.6806161,1.027,Cv,Sea,Ripening,SC1,SC,20190702,2019
3Cv10702-DEL1,DEL,-28.77851737,298.2021209,5.370467777,49.00942893,0.529,Cv,Sea,Ripening,SC1,SC,20190702,2019
3Cv10702-ARA1,ARA,-24.90181578,305.6681233,7.739899512,69.50186019,0.615,Cv,Sea,Ripening,SC1,SC,20190702,2019
3Cv10702-CHL1,CHL,-28.88183307,401.5593592,9.491312483,67.26070112,0.824,Cv,Sea,Ripening,SC1,SC,20190702,2019
3Cv10702-CHI1,CHI,-23.5210712,446.1812602,8.1394713,90.53825201,0.892,Cv,Sea,Ripening,SC1,SC,20190702,2019
3Or10702-CIC1,CIC,-28.58549429,459.5261477,4.727410476,89.048126,0.868,Or,Sea,Ripening,SO1,SO,20190702,2019
3Or10702-DEL1,DEL,-26.73759878,541.0734584,5.892174648,81.59333562,0.963,Or,Sea,Ripening,SO1,SO,20190702,2019
3Or10702-PEN1,PEN,-30.37782322,472.8954813,7.292992048,86.06704191,0.956,Or,Sea,Ripening,SO1,SO,20190702,2019
3Or10702-ARA1,ARA,-28.20491222,453.8039168,8.097400086,95.7515089,0.928,Or,Sea,Ripening,SO1,SO,20190702,2019
3Or10702-COC1,COC,-28.93183631,446.1812602,9.054462334,72.04108606,0.845,Or,Sea,Ripening,SO1,SO,20190702,2019
1Cv10702-TER1,TER,-22.85416882,472.8954813,2.514176486,85.32159754,0.893,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-PEN1,PEN,-29.39958063,673.4235187,7.874350253,88.30295898,1.241,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-PEN2,PEN,-29.53357862,697.0188832,4.415984152,127.7012623,1.33,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-PEN3,PEN,-30.05185249,413.874023,5.220756016,77.04250862,0.82,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-ALY1,ALY,-17.55773134,371.3361426,5.670841783,70.92093816,0.724,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-ALY2,ALY,-13.77547433,371.3361426,1.001876923,78.60947799,0.718,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-ALY3,ALY,-30.88772103,496.8300946,5.020709489,76.37085671,0.924,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-LYG1,LYG,-20.4779576,420.5137265,1.529022298,76.37085671,0.809,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-RIC1,RIC,-28.81918843,400.6129505,4.317457317,68.90427879,0.735,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-DEL1,DEL,-29.30264574,344.0566714,6.825705272,53.57611711,0.613,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-DEL2,DEL,-29.4401741,285.1558244,4.862958393,46.83747559,0.516,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-DEL3,DEL,-30.1718348,380.767178,4.182210765,58.73860538,0.678,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-CIC1,CIC,-29.73499627,354.3917093,4.364275153,67.48484511,0.658,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-CIC2,CIC,-29.46834257,335.6119566,4.11060557,60.15958045,0.602,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-CIC3,CIC,-30.15465845,404.3993339,4.418461238,76.29622525,0.768,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-CIC4,CIC,-29.70168794,490.1205452,3.837598612,89.79322367,0.913,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-CIC5,CIC,-29.92977746,311.2728635,3.558267091,53.65095935,0.556,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-TET1,TET,-24.71558203,541.0734584,8.674469436,138.0758416,1.115,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-ARA1,ARA,-28.41894288,417.667391,6.731780708,84.57608383,0.812,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-ARA2,ARA,-28.0855533,362.8588746,6.156040513,79.3555464,0.709,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-ARA3,ARA,-26.25540297,425.2601136,7.108225996,98.72898739,0.879,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-ARA4,ARA,-27.35993684,370.393725,6.0938183,86.06704191,0.748,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Cv10702-EPC1,EPC,-22.63009626,317.8174021,7.78585507,62.25319273,0.634,Cv,Mount,Ripening,MC1,MC,20190702,2019
1Or10702-ACR1,ACR,-14.03876515,286.086892,5.889209648,56.86851997,0.581,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-PEN1,PEN,-29.69202717,1056.482271,4.971875559,181.6479623,1.958,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-PEN2,PEN,-30.22280931,339.363916,8.186902158,56.12036447,0.65,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-PEN3,PEN,-29.56928854,416.7188619,7.975701884,72.93709205,0.809,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-PEN4,PEN,-29.1951448,336.5497594,8.170057024,52.30369284,0.704,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-DEL1,DEL,-29.26584596,462.388947,6.416345914,67.93311437,0.838,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-CIC1,CIC,-29.22499527,365.683508,5.400953166,68.82957799,0.699,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-CHR1,CHR,-28.41156737,261.9196696,5.016206442,52.22883812,0.529,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-COC1,COC,-24.59672257,535.2876179,10.51518725,94.26235362,1.024,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-TET1,TET,-25.13848917,287.9494014,8.699727334,73.60903102,0.582,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-ARA1,ARA,-26.96495374,385.487373,7.530728391,92.02810067,0.798,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-ARA2,ARA,-26.53584562,363.8002943,8.803575524,93.51767198,0.739,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-ARA3,ARA,-26.48270761,398.7205072,8.703103815,100.2173106,0.826,Or,Mount,Ripening,MO1,MO,20190702,2019
1Or10702-ARA4,ARA,-28.44287655,295.404428,9.814409786,68.38135866,0.58,Or,Mount,Ripening,MO1,MO,20190702,2019
1Cv30702-PEN1,PEN,-23.10281887,336.5497594,8.61329755,64.42100379,0.64,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-PEN2,PEN,-29.42182464,566.1973195,6.028875505,108.3981306,1.084,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-PEN3,PEN,-30.80267031,820.0727403,7.615448788,132.1491747,1.489,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-PEN4,PEN,-29.73471361,305.6681233,6.531547096,55.14765865,0.604,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-PEN5,PEN,-30.14620847,445.2289894,6.235867986,83.83050078,0.9,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-DEL1,DEL,-29.36744378,356.2724285,5.456372054,55.74626072,0.66,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-PYR1,PYR,-28.12854887,368.509264,6.031592988,71.29433813,0.813,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-COC1,COC,-28.73033906,803.0890163,5.717698403,102.4492754,1.367,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-COC2,COC,-28.50599656,294.4721131,7.163910814,58.81339978,0.588,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-COC3,COC,-29.03367852,301.0009364,6.497578121,48.33543685,0.623,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-ARA1,ARA,-27.80173389,419.5648233,7.26759303,91.28321101,0.872,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-ARA2,ARA,-26.34429602,318.7528351,7.333071938,71.66772076,0.625,Cv,Mount,Ripening,MC3,MC,20190702,2019
1Cv30702-BOS1,BOS,-28.4642715,321.5598823,10.50306932,60.98213582,0.615,Cv,Mount,Ripening,MC3,MC,20190702,2019
2Cv10702-CIC1,CIC,-28.22839326,544.93318,2.892879468,107.6547664,1.049,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-CIC2,CIC,-28.08698934,370.393725,3.405646861,68.45606362,0.689,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-CIC3,CIC,-28.27947552,397.7744726,3.490786194,76.6693756,0.745,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-CIC4,CIC,-27.50095601,454.7573102,3.487658101,86.81241694,0.856,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-CIC5,CIC,-28.53198252,451.8975043,3.4477594,86.81241694,0.848,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-DEL1,DEL,-29.47266633,322.4958142,5.016015354,56.12036447,0.621,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-ACR1,ACR,-29.86964916,397.7744726,3.985065604,103.193125,0.811,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-TER1,TER,-19.59015118,372.2786848,3.814897197,92.02810067,0.767,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-LYG1,LYG,-15.31703188,248.0153941,12.56085581,50.3572446,0.465,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-ARA1,ARA,-27.61849737,410.0826506,6.320855055,94.26235362,0.837,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-TET1,TET,-27.04505273,390.210686,7.454978056,98.72898739,0.795,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-COC1,COC,-29.63825282,673.4235187,4.96804386,92.77292099,1.177,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-TAC1,TAC,-26.91436637,481.5029619,6.957417859,97.24038682,0.949,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-SPH1,SPH,-28.60552966,361.9175795,13.5827188,84.57608383,0.713,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-MUS1,MUS,-23.96172029,344.9955967,8.832092055,73.83299819,0.685,Cv,Land,Ripening,LC1,LC,20190702,2019
2Cv10702-EPH1,EPH,-29.20123242,274.9223125,8.185003696,59.56130566,0.566,Cv,Land,Ripening,LC1,LC,20190702,2019
2Or10702-CIC1,CIC,-29.0342118,601.1233968,4.972546695,113.5997386,1.128,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-CIC2,CIC,-28.62229692,414.8221779,5.46869364,76.9678834,0.768,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-CIC3,CIC,-28.47936107,389.265774,5.620125832,72.19042732,0.726,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-CIC4,CIC,-28.64402646,675.3870552,5.33481512,121.0247134,1.128,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-CIC5,CIC,-28.50713652,803.0890163,5.271641361,147.6972106,1.506,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-DEL1,DEL,-30.02507687,458.5721308,5.953236796,64.5704865,0.8,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-PEN1,PEN,-30.49472685,576.8520268,6.659089145,97.24038682,1.116,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-PEN2,PEN,-29.83755425,585.5807398,7.236380716,100.2173106,1.124,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-PEN3,PEN,-30.44052316,360.9764092,7.076878104,53.35158621,0.654,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-PEN4,PEN,-30.4420444,955.2062871,8.977538843,102.4492754,1.591,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-ALY1,ALY,-29.51164317,309.4041179,6.084531336,62.25319273,0.61,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-COR1,COR,-29.93393334,395.8827776,6.963617157,71.81706896,0.764,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-AGR1,AGR,-28.73310184,263.7756933,11.20016571,58.58901449,0.528,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-COC1,COC,-27.41064944,499.7074866,7.057682181,88.30295898,0.923,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-COC2,COC,-28.91342106,464.2981034,7.141333496,59.56130566,0.78,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-COC3,COC,-29.4287177,738.4836395,8.420908333,86.06704191,1.257,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-COC4,COC,-29.59847134,406.2932739,7.049554715,51.48025271,0.694,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-ARA0,ARA,-27.25027386,332.2010189,8.547688265,82.9011522,0.673,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-ARA1,ARA,-27.34470442,440.7367105,8.146807811,101.7104959,0.905,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-MAN1,MAN,-28.08408249,358.306968,6.915129031,68.76876547,0.697,Or,Land,Ripening,LO1,LO,20190702,2019
